Age,Gender,Weight_kg,Height_m,Goal,Breakfast_Meal,Breakfast_Calories,Breakfast_Protein_g,Breakfast_Carbs_g,Breakfast_Fats_g,Lunch_Meal,Lunch_Calories,Lunch_Protein_g,Lunch_Carbs_g,Lunch_Fats_g,Dinner_Meal,Dinner_Calories,Dinner_Protein_g,Dinner_Carbs_g,Dinner_Fats_g,Snacks_Meal,Snacks_Calories,Snacks_Protein_g,Snacks_Carbs_g,Snacks_Fats_g,Total_Calories,Total_Protein_g,Total_Carbs_g,Total_Fats_g
58,Female,76.1,1.55,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Plain_Rice_with_Chicken,638.0,46.0,66.0,15.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,554.0,44.0,54.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1835.8,105.37,204.37,51.15
35,Female,62.2,1.58,Weight Loss,Tom_Brown_and_bread,387.0,9.0,53.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,607.0,35.0,76.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,647.0,37.0,45.0,13.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),243.0,6.0,36.0,8.0,1884.0,87.0,210.0,35.0
8,Female,45.7,1.01,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,292.0,15.0,39.0,8.0,Red-Red_(Beans_and_Plantain_with_red_oil),463.0,44.0,48.0,19.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1678.17,103.89,188.36,51.16
70,Male,74.2,1.65,Muscle Gain,Rice_water_and_bread,315.0,9.0,57.0,4.0,Fufu_with_Light_Soup_with_Goat_Meat,793.0,44.0,74.0,11.0,Tuo_Zaafi_with_Meat_Stew,634.0,39.0,71.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2049.38,97.91,238.59,36.85
34,Male,59.2,1.67,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,376.0,13.0,45.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,674.0,38.0,63.0,12.0,Jollof_Rice_with_Chicken,767.0,42.0,74.0,16.0,Plantain_Chips,317.0,3.0,39.0,8.0,2134.0,96.0,221.0,41.0
58,Male,78.8,1.68,Muscle Gain,Oatmeal,310.0,13.0,50.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,606.0,34.0,58.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1842.58,92.34,209.56,46.16
65,Female,70.8,1.56,Muscle Gain,Oatmeal,265.0,9.0,44.0,4.0,Banku_with_Okra_Soup,632.0,33.0,82.0,10.0,Tuo_Zaafi_with_Meat_Stew,712.0,40.0,66.0,11.0,Plantain_Chips,304.0,3.0,38.0,9.0,1913.0,85.0,230.0,34.0
58,Male,63.5,1.65,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),397.0,8.0,47.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,664.0,41.0,62.0,11.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,618.0,28.0,49.0,14.0,Agbelikaklo_with_Coconut,361.0,5.0,50.0,8.0,2040.0,82.0,208.0,41.0
60,Male,58.8,1.61,Weight Loss,Tea/Milo/Coffee_with_bread,261.0,5.0,32.0,5.0,Red-Red_(Beans_and_Plantain_with_red_oil),474.0,33.0,44.0,14.0,Boiled_Plantain/Yam_and_Garden_egg_stew,550.0,23.0,54.0,7.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1592.38,66.91,166.59,36.85
41,Male,58.9,1.81,Weight Loss,White_porridge_and_bread,366.0,7.0,54.0,4.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Plain_Rice_with_Chicken,687.0,51.0,65.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1979.58,103.34,220.56,40.16
40,Female,74.4,1.57,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Fufu_with_Light_Soup_with_Goat_Meat,803.0,36.0,84.0,16.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,683.0,40.0,54.0,20.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2129.8,91.37,222.37,52.15
9,Female,48.0,1.04,Muscle Gain,Rice_water_and_bread,224.0,10.0,58.0,5.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,506.0,33.0,52.0,21.0,Fufu_with_Light_Soup_with_Goat_Meat,488.0,51.0,88.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1525.38,99.91,234.59,52.85
44,Male,78.4,1.66,Muscle Gain,Tom_Brown_and_bread,453.0,9.0,58.0,5.0,Banku_and_Tilapia_with_Hot_Pepper,663.0,46.0,65.0,16.0,Fufu_with_Light_Soup_with_Goat_Meat,767.0,42.0,80.0,13.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),356.0,7.0,34.0,10.0,2239.0,104.0,237.0,44.0
19,Female,73.2,1.56,Muscle Gain,Oatmeal,336.0,13.0,51.0,5.0,Jollof_Rice_with_Chicken,832.0,46.0,80.0,18.0,Fufu_with_Light_Soup_with_Goat_Meat,756.0,37.0,68.0,13.0,Agbelikaklo_with_Coconut,347.0,4.0,57.0,9.0,2271.0,100.0,256.0,45.0
41,Male,84.5,1.64,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),540.0,14.0,63.0,11.0,Banku_with_Okra_Soup,668.0,39.0,84.0,10.0,Fufu_with_Light_Soup_with_Goat_Meat,689.0,40.0,70.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2204.38,98.91,253.59,45.85
23,Female,50.7,1.67,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,344.0,13.0,42.0,5.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,571.0,38.0,52.0,16.0,Jollof_Rice_with_Chicken,774.0,40.0,70.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1996.38,96.91,200.59,45.85
54,Female,68.8,1.56,Muscle Gain,Tom_Brown_and_bread,358.0,12.0,54.0,6.0,Tuo_Zaafi_with_Meat_Stew,636.0,37.0,68.0,13.0,Banku_and_Tilapia_with_Hot_Pepper,628.0,49.0,67.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1929.38,103.91,225.59,43.85
29,Male,60.0,1.63,Weight Loss,Oatmeal,347.0,8.0,42.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,654.0,46.0,52.0,12.0,Red-Red_(Beans_and_Plantain_with_red_oil),585.0,34.0,49.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1893.38,93.91,179.59,41.85
40,Female,53.0,1.69,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),447.0,11.0,51.0,7.0,Jollof_Rice_with_Chicken,662.0,42.0,77.0,13.0,Fufu_with_Light_Soup_with_Goat_Meat,580.0,39.0,63.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1996.38,97.91,227.59,40.85
79,Female,55.5,1.54,Weight Loss,Tom_Brown_and_bread,296.0,9.0,57.0,3.0,Red-Red_(Beans_and_Plantain_with_red_oil),396.0,26.0,51.0,10.0,Tuo_Zaafi_with_Meat_Stew,511.0,32.0,60.0,8.0,Roasted/Boiled_Maize_with_Coconut,208.0,6.0,31.0,5.0,1411.0,73.0,199.0,26.0
25,Female,72.5,1.52,Muscle Gain,Oatmeal,330.0,9.0,50.0,4.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,535.0,48.0,58.0,17.0,Waakye_and_Fish_with_egg,760.0,51.0,66.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1932.38,113.91,210.59,42.85
73,Male,61.1,1.67,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,297.0,13.0,43.0,4.0,Red-Red_(Beans_and_Plantain_with_red_oil),443.0,33.0,55.0,11.0,Boiled_Plantain/Yam_and_Garden_egg_stew,495.0,24.0,58.0,5.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1542.38,75.91,192.59,30.85
54,Female,71.8,1.49,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),413.0,12.0,60.0,10.0,Banku_and_Tilapia_with_Hot_Pepper,583.0,50.0,60.0,13.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1919.17,106.89,221.36,47.16
61,Male,61.2,1.67,Weight Loss,Tea/Milo/Coffee_with_bread,299.0,5.0,35.0,4.0,Plain_Rice_with_Chicken,624.0,53.0,69.0,11.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),295.0,4.0,31.0,12.0,1833.79,100.98,199.77,40.31
77,Female,67.5,1.53,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),501.0,32.0,61.0,16.0,Boiled_Plantain/Yam_and_Garden_egg_stew,442.0,21.0,72.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1586.8,68.37,217.37,40.15
41,Male,68.5,1.76,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,418.0,14.0,36.0,5.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Banku_and_Tilapia_with_Hot_Pepper,667.0,40.0,52.0,12.0,Agbelikaklo_with_Coconut,352.0,5.0,39.0,6.0,2056.2,98.43,191.97,36.31
22,Female,62.6,1.58,Muscle Gain,White_porridge_and_bread,328.0,8.0,47.0,5.0,Banku_with_Okra_Soup,711.0,31.0,85.0,13.0,Red-Red_(Beans_and_Plantain_with_red_oil),542.0,37.0,59.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1888.38,81.91,227.59,47.85
44,Female,64.9,1.6,Weight Loss,White_porridge_and_bread,322.0,7.0,48.0,4.0,Jollof_Rice_with_Chicken,626.0,38.0,80.0,16.0,Plain_Rice_with_Chicken,736.0,46.0,58.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1991.38,96.91,222.59,44.85
12,Female,46.2,1.21,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Banku_with_Okra_Soup,418.0,34.0,57.0,8.0,Red-Red_(Beans_and_Plantain_with_red_oil),416.0,28.0,47.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1477.8,77.37,188.37,36.15
85,Male,72.1,1.63,Muscle Gain,Rice_water_and_bread,332.0,8.0,49.0,4.0,Banku_with_Okra_Soup,624.0,43.0,68.0,9.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,609.0,40.0,61.0,17.0,Roasted/Boiled_Maize_with_Coconut,231.0,6.0,37.0,6.0,1796.0,97.0,215.0,36.0
64,Female,73.3,1.58,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),397.0,12.0,54.0,7.0,Red-Red_(Beans_and_Plantain_with_red_oil),467.0,34.0,58.0,16.0,Banku_with_Okra_Soup,663.0,39.0,84.0,11.0,Agbelikaklo_with_Coconut,281.0,4.0,52.0,9.0,1808.0,89.0,248.0,43.0
9,Female,36.7,1.07,Weight Loss,Rice_water_and_bread,240.0,9.0,51.0,3.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Fufu_with_Light_Soup_with_Goat_Meat,471.0,44.0,80.0,10.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),185.0,8.0,31.0,7.0,1515.2,100.43,226.97,33.31
29,Female,61.4,1.59,Weight Loss,Oatmeal,239.0,10.0,40.0,3.0,Jollof_Rice_with_Chicken,734.0,34.0,66.0,16.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1896.17,88.89,207.36,43.16
48,Female,61.3,1.58,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Tuo_Zaafi_with_Meat_Stew,539.0,35.0,60.0,9.0,Waakye_and_Fish_with_egg,557.0,37.0,60.0,10.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1739.8,87.37,204.37,35.15
44,Female,67.7,1.67,Muscle Gain,Tea/Milo/Coffee_with_bread,339.0,6.0,36.0,7.0,Jollof_Rice_with_Chicken,786.0,43.0,79.0,21.0,Fufu_with_Light_Soup_with_Goat_Meat,789.0,40.0,90.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2221.38,94.91,241.59,52.85
37,Female,51.1,1.55,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),430.0,10.0,55.0,6.0,Red-Red_(Beans_and_Plantain_with_red_oil),574.0,30.0,45.0,13.0,Banku_with_Okra_Soup,524.0,32.0,62.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1835.38,77.91,198.59,38.85
12,Female,57.1,1.24,Muscle Gain,Tom_Brown_and_bread,299.0,10.0,54.0,6.0,Tuo_Zaafi_with_Meat_Stew,525.0,38.0,78.0,16.0,Banku_with_Okra_Soup,454.0,48.0,73.0,10.0,Atsoomo_(Chin-Chin),308.0,3.0,37.0,22.0,1586.0,99.0,242.0,54.0
20,Female,55.3,1.56,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,345.0,11.0,39.0,5.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Waakye_and_Fish_with_egg,669.0,47.0,55.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1940.58,103.34,195.56,37.16
78,Male,61.0,1.66,Weight Loss,Rice_water_and_bread,297.0,7.0,55.0,2.0,Waakye_and_Fish_with_egg,594.0,42.0,72.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,729.0,34.0,63.0,9.0,Plantain_Chips,247.0,3.0,45.0,7.0,1867.0,86.0,235.0,26.0
84,Male,69.8,1.64,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,413.0,15.0,49.0,5.0,Boiled_Plantain/Yam_and_Garden_egg_stew,544.0,24.0,74.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,699.0,50.0,62.0,14.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1963.38,94.91,221.59,35.85
36,Male,61.3,1.63,Weight Loss,White_porridge_and_bread,377.0,6.0,43.0,4.0,Waakye_and_Fish_with_egg,675.0,49.0,70.0,8.0,Jollof_Rice_with_Chicken,730.0,38.0,84.0,16.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2089.38,98.91,233.59,38.85
31,Female,61.8,1.66,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,319.0,10.0,42.0,6.0,Tuo_Zaafi_with_Meat_Stew,613.0,29.0,70.0,12.0,Fufu_with_Light_Soup_with_Goat_Meat,626.0,35.0,63.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1865.38,79.91,211.59,41.85
82,Male,60.0,1.62,Weight Loss,Oatmeal,247.0,9.0,37.0,3.0,Tuo_Zaafi_with_Meat_Stew,661.0,34.0,69.0,8.0,Fufu_with_Light_Soup_with_Goat_Meat,719.0,37.0,63.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1934.38,85.91,205.59,30.85
85,Female,63.4,1.54,Muscle Gain,Oatmeal,269.0,10.0,45.0,3.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Boiled_Plantain/Yam_and_Garden_egg_stew,495.0,22.0,58.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1690.58,77.34,204.56,35.16
27,Male,67.0,1.63,Weight Loss,Tea/Milo/Coffee_with_bread,344.0,6.0,33.0,5.0,Plain_Rice_with_Chicken,759.0,51.0,63.0,12.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2026.17,101.89,197.36,41.16
32,Male,59.8,1.68,Weight Loss,White_porridge_and_bread,299.0,6.0,50.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,623.0,36.0,51.0,11.0,Fufu_with_Light_Soup_with_Goat_Meat,613.0,37.0,64.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1842.38,84.91,201.59,37.85
82,Female,55.5,1.53,Weight Loss,Rice_water_and_bread,289.0,7.0,47.0,2.0,Red-Red_(Beans_and_Plantain_with_red_oil),438.0,30.0,48.0,12.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,480.0,34.0,47.0,13.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),211.0,7.0,36.0,6.0,1418.0,78.0,178.0,33.0
80,Male,71.5,1.65,Muscle Gain,Tea/Milo/Coffee_with_bread,266.0,6.0,36.0,6.0,Banku_with_Okra_Soup,611.0,37.0,64.0,10.0,Tuo_Zaafi_with_Meat_Stew,774.0,34.0,78.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1958.38,82.91,214.59,35.85
81,Male,60.1,1.6,Weight Loss,Oatmeal,261.0,12.0,45.0,3.0,Tuo_Zaafi_with_Meat_Stew,534.0,37.0,75.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Nkatie_Cake_(Groundnut_Cake),301.0,9.0,20.0,9.0,1711.79,96.98,204.77,33.31
56,Female,72.9,1.58,Muscle Gain,White_porridge_and_bread,375.0,7.0,63.0,5.0,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Plain_Rice_with_Chicken,765.0,56.0,68.0,15.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),311.0,8.0,42.0,8.0,2070.2,110.43,237.97,41.31
40,Male,71.9,1.66,Muscle Gain,Tom_Brown_and_bread,364.0,13.0,60.0,6.0,Banku_with_Okra_Soup,680.0,43.0,66.0,11.0,Waakye_and_Fish_with_egg,777.0,61.0,80.0,10.0,Agbelikaklo_with_Coconut,402.0,6.0,51.0,9.0,2223.0,123.0,257.0,36.0
58,Female,61.8,1.6,Weight Loss,Tom_Brown_and_bread,389.0,7.0,52.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,505.0,38.0,51.0,10.0,Red-Red_(Beans_and_Plantain_with_red_oil),463.0,29.0,52.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1664.38,79.91,191.59,39.85
69,Male,64.1,1.66,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),381.0,8.0,60.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,553.0,35.0,57.0,14.0,Waakye_and_Fish_with_egg,545.0,47.0,62.0,6.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1786.38,95.91,215.59,36.85
41,Male,79.4,1.64,Muscle Gain,Tea/Milo/Coffee_with_bread,371.0,7.0,36.0,9.0,Plain_Rice_with_Chicken,764.0,58.0,76.0,19.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,589.0,39.0,55.0,18.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2031.38,109.91,203.59,56.85
38,Female,62.1,1.66,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,315.0,12.0,40.0,6.0,Tuo_Zaafi_with_Meat_Stew,716.0,33.0,59.0,8.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Roasted/Boiled_Maize_with_Coconut,278.0,6.0,38.0,4.0,1924.79,89.98,201.77,31.31
67,Male,62.3,1.67,Weight Loss,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),562.0,28.0,53.0,10.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,615.79,38.98,64.77,13.31,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1821.59,82.35,202.14,39.46
68,Male,73.5,1.7,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,413.0,15.0,41.0,5.0,Banku_and_Tilapia_with_Hot_Pepper,705.0,49.0,61.0,13.0,Boiled_Plantain/Yam_and_Garden_egg_stew,504.0,26.0,64.0,9.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1929.38,95.91,202.59,37.85
17,Male,55.1,1.38,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),421.0,15.0,51.0,8.0,Banku_and_Tilapia_with_Hot_Pepper,627.0,60.0,60.0,12.0,Tuo_Zaafi_with_Meat_Stew,625.0,49.0,79.0,15.0,Atsoomo_(Chin-Chin),338.0,4.0,33.0,20.0,2011.0,128.0,223.0,55.0
31,Female,57.4,1.61,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),426.0,9.0,55.0,8.0,Tuo_Zaafi_with_Meat_Stew,689.0,35.0,66.0,10.0,Banku_and_Tilapia_with_Hot_Pepper,596.0,37.0,65.0,12.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2018.38,86.91,222.59,40.85
47,Female,69.8,1.64,Muscle Gain,Tea/Milo/Coffee_with_bread,348.0,6.0,43.0,8.0,Jollof_Rice_with_Chicken,668.0,43.0,76.0,20.0,Red-Red_(Beans_and_Plantain_with_red_oil),486.0,36.0,48.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1809.38,90.91,203.59,57.85
40,Female,78.3,1.63,Muscle Gain,Tea/Milo/Coffee_with_bread,309.0,7.0,45.0,6.0,Tuo_Zaafi_with_Meat_Stew,623.0,34.0,70.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,570.0,32.0,67.0,19.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1809.38,78.91,218.59,49.85
30,Female,54.5,1.6,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),374.0,10.0,49.0,7.0,Plain_Rice_with_Chicken,563.0,50.0,59.0,14.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,613.0,25.0,50.0,14.0,Atsoomo_(Chin-Chin),339.0,4.0,30.0,17.0,1889.0,89.0,188.0,52.0
53,Male,79.6,1.63,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Red-Red_(Beans_and_Plantain_with_red_oil),655.0,40.0,50.0,16.0,Fufu_with_Light_Soup_with_Goat_Meat,811.0,42.0,83.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2109.8,97.37,217.37,47.15
9,Female,37.3,1.04,Weight Loss,Hausa_Koko_(millet_porridge)_with_Koose,316.0,14.0,45.0,6.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,508.0,36.0,53.0,14.0,Jollof_Rice_with_Chicken,551.0,48.0,73.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1682.38,103.91,207.59,43.85
17,Male,46.5,1.36,Weight Loss,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),389.0,14.0,45.0,6.0,Boiled_Plantain/Yam_and_Garden_egg_stew,479.0,27.0,57.0,7.0,Banku_with_Okra_Soup,453.0,42.0,75.0,8.0,Agbelikaklo_with_Coconut,234.0,6.0,39.0,8.0,1555.0,89.0,216.0,29.0
49,Male,72.4,1.74,Muscle Gain,Koko_with_Bofroat_(corn_dough_porridge_with_buffloaf),517.0,10.0,66.0,10.0,Red-Red_(Beans_and_Plantain_with_red_oil),533.0,40.0,47.0,17.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,690.0,45.0,54.0,18.0,Agbelikaklo_with_Coconut,352.0,4.0,55.0,8.0,2092.0,99.0,222.0,53.0
25,Male,64.9,1.71,Weight Loss,White_porridge_and_bread,333.0,7.0,43.0,4.0,Banku_and_Tilapia_with_Hot_Pepper,616.0,42.0,51.0,12.0,Boiled_Plantain/Yam_and_Garden_egg_stew,578.0,18.0,66.0,6.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1834.38,72.91,196.59,32.85
63,Male,73.5,1.69,Muscle Gain,Tom_Brown_and_bread,413.0,9.0,66.0,4.0,Banku_with_Okra_Soup,743.0,33.0,79.0,11.0,Fufu_with_Light_Soup_with_Goat_Meat,723.0,40.0,72.0,11.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,2186.38,87.91,253.59,36.85
29,Male,81.9,1.74,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,397.0,13.0,43.0,7.0,Banku_with_Okra_Soup,762.0,34.0,73.0,12.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,743.0,49.0,61.0,19.0,Kofi_Brokeman_(Roasted_Plantain_with_Groundnut),368.0,8.0,37.0,9.0,2270.0,104.0,214.0,47.0
70,Male,76.1,1.65,Muscle Gain,Tom_Brown_and_bread,352.0,8.0,56.0,5.0,Fufu_with_Light_Soup_with_Goat_Meat,691.0,43.0,76.0,12.0,Banku_with_Okra_Soup,721.0,37.0,70.0,10.0,Nkatie_Cake_(Groundnut_Cake),334.0,13.0,28.0,17.0,2098.0,101.0,230.0,44.0
54,Female,60.1,1.67,Weight Loss,Tea/Milo/Coffee_with_bread,241.0,6.0,36.0,7.0,Banku_and_Tilapia_with_Hot_Pepper,557.0,33.0,66.0,10.0,Kenkey_and_Fried_Fish_with_Hot_Pepper,510.0,30.0,48.0,17.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1615.38,74.91,186.59,44.85
17,Female,51.6,1.3,Muscle Gain,Oatmeal,336.42,9.46,47.78,5.3,Jollof_Rice_with_Chicken,619.2,39.43,64.97,13.31,Boiled_Plantain/Yam_and_Garden_egg_stew,470.0,24.0,59.0,8.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1733.0,78.8,208.34,37.46
16,Female,51.7,1.26,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,306.0,14.0,47.0,7.0,Angwamu_(Oil_Rice)_with_Hot_Pepper_and_Egg,435.0,36.0,57.0,20.0,Waakye_and_Fish_with_egg,515.0,51.0,75.0,13.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1563.38,106.91,215.59,50.85
85,Female,55.0,1.51,Weight Loss,Oatmeal,285.0,10.0,45.0,3.0,Jollof_Rice_with_Chicken,582.0,36.0,71.0,14.0,Plain_Rice_with_Chicken,658.0,46.0,61.0,11.0,Roasted/Boiled_Maize_with_Coconut,239.0,6.0,36.0,4.0,1764.0,98.0,213.0,32.0
70,Female,68.7,1.54,Muscle Gain,Hausa_Koko_(millet_porridge)_with_Koose,317.0,12.0,45.0,6.0,Jollof_Rice_with_Chicken,635.0,52.0,89.0,17.0,Red-Red_(Beans_and_Plantain_with_red_oil),561.0,34.0,48.0,15.0,Plantain_Chips,244.0,3.0,43.0,8.0,1757.0,101.0,225.0,46.0
50,Female,55.9,1.56,Weight Loss,Rice_water_and_bread,317.0,7.0,43.0,4.0,Banku_with_Okra_Soup,537.0,29.0,72.0,8.0,Plain_Rice_with_Chicken,739.0,39.0,60.0,15.0,Atsoomo_(Chin-Chin),307.38,5.91,36.59,10.85,1900.38,80.91,211.59,37.85
